date,region,taux_positivite
2022-07-20,06 - Montréal,12.42
2022-07-21,06 - Montréal,13.1
2022-07-22,06 - Montréal,9.98
2022-07-23,06 - Montréal,9.83
2022-07-24,06 - Montréal,11.74
2022-07-25,06 - Montréal,10.2
2022-07-26,06 - Montréal,10.8
2022-07-27,06 - Montréal,9.79
2022-07-28,06 - Montréal,9.94
2022-07-29,06 - Montréal,9.86
2022-07-30,06 - Montréal,8.98
2022-07-31,06 - Montréal,9.31
2022-08-01,06 - Montréal,9.84
2022-08-02,06 - Montréal,9.73
2022-08-03,06 - Montréal,8.9
2022-08-04,06 - Montréal,6.88
2022-08-05,06 - Montréal,8.91
2022-08-06,06 - Montréal,8.65
2022-08-07,06 - Montréal,8.38
2022-08-08,06 - Montréal,7.81
2022-08-09,06 - Montréal,8.13
2022-08-10,06 - Montréal,8.38
2022-08-11,06 - Montréal,8.71
2022-08-12,06 - Montréal,7.07
2022-08-13,06 - Montréal,7
2022-08-14,06 - Montréal,6.08
2022-08-15,06 - Montréal,7.52
2022-08-16,06 - Montréal,8.75
2022-08-17,06 - Montréal,7.43
2022-08-18,06 - Montréal,7.27
2022-08-19,06 - Montréal,7.07
2022-08-20,06 - Montréal,5.52
2022-08-21,06 - Montréal,6.94
2022-08-22,06 - Montréal,5.99
2022-08-23,06 - Montréal,7.03
2022-08-24,06 - Montréal,5.73
2022-08-25,06 - Montréal,5.38
2022-08-26,06 - Montréal,6.85
2022-08-27,06 - Montréal,5.99
2022-08-28,06 - Montréal,4.2
2022-08-29,06 - Montréal,5.27
2022-08-30,06 - Montréal,7.55
2022-08-31,06 - Montréal,7.16
2022-09-01,06 - Montréal,5.84
2022-09-02,06 - Montréal,6.78
2022-09-03,06 - Montréal,5.99
2022-09-04,06 - Montréal,4.2
2022-09-05,06 - Montréal,4.91
2022-09-06,06 - Montréal,7.45
2022-09-07,06 - Montréal,5.96
2022-09-08,06 - Montréal,6.48
2022-09-09,06 - Montréal,5.83
2022-09-10,06 - Montréal,4.78
2022-09-11,06 - Montréal,4.96
2022-09-12,06 - Montréal,5.01
2022-09-13,06 - Montréal,5.74
2022-09-14,06 - Montréal,5.5
2022-09-15,06 - Montréal,5.67
2022-09-16,06 - Montréal,6.1
2022-09-17,06 - Montréal,4.5
2022-09-18,06 - Montréal,4.38
2022-09-19,06 - Montréal,7
2022-09-20,06 - Montréal,6.56
2022-09-21,06 - Montréal,5.75
2022-09-22,06 - Montréal,6.21
2022-09-23,06 - Montréal,6.59
2022-09-24,06 - Montréal,6.04
2022-09-25,06 - Montréal,4.54
2022-09-26,06 - Montréal,6.6
2022-09-27,06 - Montréal,7.22
2022-09-28,06 - Montréal,6.98
2022-09-29,06 - Montréal,6.99
2022-09-30,06 - Montréal,7.97
2022-10-01,06 - Montréal,7.2
2022-10-02,06 - Montréal,6.94
2022-10-03,06 - Montréal,8.13
2022-10-04,06 - Montréal,10.32
2022-10-05,06 - Montréal,8.43
2022-10-06,06 - Montréal,9.7
2022-10-07,06 - Montréal,11.21
2022-10-08,06 - Montréal,9.87
2022-10-09,06 - Montréal,10.37
2022-10-10,06 - Montréal,7.91
2022-10-11,06 - Montréal,9.18
2022-10-12,06 - Montréal,10.29
2022-10-13,06 - Montréal,9.01
2022-10-14,06 - Montréal,10.65
2022-10-15,06 - Montréal,8.11
2022-10-16,06 - Montréal,8.7
2022-10-17,06 - Montréal,8.22
2022-10-18,06 - Montréal,8.73
2022-10-19,06 - Montréal,8.17
2022-10-20,06 - Montréal,7.22
2022-10-21,06 - Montréal,8.43
2022-10-22,06 - Montréal,6.9
2022-10-23,06 - Montréal,7.24
2022-10-24,06 - Montréal,9.36
2022-10-25,06 - Montréal,8.98
2022-10-26,06 - Montréal,10.21
2022-10-27,06 - Montréal,10.15
2022-10-28,06 - Montréal,7.3
2022-10-29,06 - Montréal,8.79
2022-10-30,06 - Montréal,5.74
2022-10-31,06 - Montréal,8.51
2022-11-01,06 - Montréal,8.47
2022-11-02,06 - Montréal,7.67
2022-11-03,06 - Montréal,8.8
2022-11-04,06 - Montréal,9.18
2022-11-05,06 - Montréal,8.54
2022-11-06,06 - Montréal,9.25
2022-11-07,06 - Montréal,9.55
2022-11-08,06 - Montréal,9.22
2022-11-09,06 - Montréal,10.06
2022-11-10,06 - Montréal,8.4
2022-11-11,06 - Montréal,10.19
2022-11-12,06 - Montréal,8.85
2022-11-13,06 - Montréal,7.92
2022-11-14,06 - Montréal,8.65
2022-11-15,06 - Montréal,10.08
2022-11-16,06 - Montréal,10.54
2022-11-17,06 - Montréal,10.08
2022-11-18,06 - Montréal,10.73
2022-11-19,06 - Montréal,8.79
2022-11-20,06 - Montréal,8.68
2022-11-21,06 - Montréal,9.36
2022-11-22,06 - Montréal,10.91
2022-11-23,06 - Montréal,10.45
2022-11-24,06 - Montréal,11.54
2022-11-25,06 - Montréal,10.4
2022-11-26,06 - Montréal,9.72
2022-11-27,06 - Montréal,10.06
2022-11-28,06 - Montréal,11.02
2022-11-29,06 - Montréal,11.47
2022-11-30,06 - Montréal,12.19
2022-12-01,06 - Montréal,11.4
2022-12-02,06 - Montréal,12.02
2022-12-03,06 - Montréal,11.32
2022-12-04,06 - Montréal,8.84
2022-12-05,06 - Montréal,9.75
2022-12-06,06 - Montréal,12.11
2022-12-07,06 - Montréal,10.94
2022-12-08,06 - Montréal,10.38
2022-12-09,06 - Montréal,11.13
2022-12-10,06 - Montréal,10.69
2022-12-11,06 - Montréal,9.5
2022-12-12,06 - Montréal,9.75
2022-12-13,06 - Montréal,10.63
2022-12-14,06 - Montréal,10.85
2022-12-15,06 - Montréal,11.65
2022-12-16,06 - Montréal,13.18
2022-12-17,06 - Montréal,13.76
2022-12-18,06 - Montréal,12.37
2022-12-19,06 - Montréal,10.21
2022-12-20,06 - Montréal,11.99
2022-12-21,06 - Montréal,12.99
2022-12-22,06 - Montréal,12.12
2022-12-23,06 - Montréal,13.08
2022-12-24,06 - Montréal,10.77
2022-12-25,06 - Montréal,7.92
2022-12-26,06 - Montréal,10.93
2022-12-27,06 - Montréal,9.72
2022-12-28,06 - Montréal,12.12
2022-12-29,06 - Montréal,13.52
2022-12-30,06 - Montréal,11.75
2022-12-31,06 - Montréal,11.11
2023-01-01,06 - Montréal,7.22
2023-01-02,06 - Montréal,8.63
2023-01-03,06 - Montréal,9.72
2023-01-04,06 - Montréal,11.27
2023-01-05,06 - Montréal,11.84
2023-01-06,06 - Montréal,10.34
2023-01-07,06 - Montréal,7.84
2023-01-08,06 - Montréal,9.69
2023-01-09,06 - Montréal,7.47
2023-01-10,06 - Montréal,8.53
2023-01-11,06 - Montréal,8.42
2023-01-12,06 - Montréal,8.95
2023-01-13,06 - Montréal,8.31
2023-01-14,06 - Montréal,8.5
2023-01-15,06 - Montréal,6.66
2023-01-16,06 - Montréal,8.06
2023-01-17,06 - Montréal,8.43
2023-01-18,06 - Montréal,7
2023-01-19,06 - Montréal,8.56
2023-01-20,06 - Montréal,6.59
2023-01-21,06 - Montréal,4.94
2023-01-22,06 - Montréal,5.25
2023-01-23,06 - Montréal,7.3
2023-01-24,06 - Montréal,6.59
2023-01-25,06 - Montréal,6.79
2023-01-26,06 - Montréal,7.34
2023-01-27,06 - Montréal,5.94
2023-01-28,06 - Montréal,6.62
2023-01-29,06 - Montréal,6.59
2023-01-30,06 - Montréal,6.35
2023-01-31,06 - Montréal,8.78
2023-02-01,06 - Montréal,7.61
2023-02-02,06 - Montréal,8.13
2023-02-03,06 - Montréal,7.28
2023-02-04,06 - Montréal,5.45
2023-02-05,06 - Montréal,6.29
2023-02-06,06 - Montréal,7.14
2023-02-07,06 - Montréal,7.89
2023-02-08,06 - Montréal,8.32
2023-02-09,06 - Montréal,8.95
2023-02-10,06 - Montréal,8.53
2023-02-11,06 - Montréal,9.01
2023-02-12,06 - Montréal,6.75
2023-02-13,06 - Montréal,7.62
2023-02-14,06 - Montréal,9.12
2023-02-15,06 - Montréal,7.78
2023-02-16,06 - Montréal,8.56
2023-02-17,06 - Montréal,8.2
2023-02-18,06 - Montréal,7.1
2023-02-19,06 - Montréal,6.71
2023-02-20,06 - Montréal,7.21
2023-02-21,06 - Montréal,6.9
2023-02-22,06 - Montréal,5.71
2023-02-23,06 - Montréal,8.41
2023-02-24,06 - Montréal,8.43
2023-02-25,06 - Montréal,7.74
2023-02-26,06 - Montréal,5.66
2023-02-27,06 - Montréal,7.68
2023-02-28,06 - Montréal,7.29
2023-03-01,06 - Montréal,8.12
2023-03-02,06 - Montréal,6.54
2023-03-03,06 - Montréal,6.55
2023-03-04,06 - Montréal,4.77
2023-03-05,06 - Montréal,6.9
2023-03-06,06 - Montréal,6.4
2023-03-07,06 - Montréal,6.85
2023-03-08,06 - Montréal,6.44
2023-03-09,06 - Montréal,7.06
2023-03-10,06 - Montréal,7.44
2023-03-11,06 - Montréal,6.61
2023-03-12,06 - Montréal,5.62
2023-03-13,06 - Montréal,6.98
2023-03-14,06 - Montréal,6.56
2023-03-15,06 - Montréal,6.98
2023-03-16,06 - Montréal,7.7
2023-03-17,06 - Montréal,8.74
2023-03-18,06 - Montréal,7.55
2023-03-19,06 - Montréal,5.91
2023-03-20,06 - Montréal,7.73
2023-03-21,06 - Montréal,6.18
2023-03-22,06 - Montréal,6.54
2023-03-23,06 - Montréal,6.61
2023-03-24,06 - Montréal,7.33
2023-03-25,06 - Montréal,7.59
2023-03-26,06 - Montréal,4.15
2023-03-27,06 - Montréal,7.95
2023-03-28,06 - Montréal,6.33
2023-03-29,06 - Montréal,7.4
2023-03-30,06 - Montréal,6
2023-03-31,06 - Montréal,6.56
2023-04-01,06 - Montréal,6.32
2023-04-02,06 - Montréal,5.57
2023-04-03,06 - Montréal,6.75
2023-04-04,06 - Montréal,7.99
2023-04-05,06 - Montréal,6.86
2023-04-06,06 - Montréal,9.97
2023-04-07,06 - Montréal,8.22
2023-04-08,06 - Montréal,6.32
2023-04-09,06 - Montréal,5.93
2023-04-10,06 - Montréal,7.05
2023-04-11,06 - Montréal,7.77
2023-04-12,06 - Montréal,7.88
2023-04-13,06 - Montréal,7.93
2023-04-14,06 - Montréal,6.12
2023-04-15,06 - Montréal,5.12
2023-04-16,06 - Montréal,6.92
2023-04-17,06 - Montréal,8.33
2023-04-18,06 - Montréal,6.82
2023-04-19,06 - Montréal,6.85
2023-04-20,06 - Montréal,6.18
2023-04-21,06 - Montréal,5.27
2023-04-22,06 - Montréal,5.68
2023-04-23,06 - Montréal,4.74
2023-04-24,06 - Montréal,5.65
2023-04-25,06 - Montréal,6.5
2023-04-26,06 - Montréal,4.51
2023-04-27,06 - Montréal,5.88
2023-04-28,06 - Montréal,4.53
2023-04-29,06 - Montréal,7.06
2023-04-30,06 - Montréal,5.99
2023-05-01,06 - Montréal,9.17
2023-05-02,06 - Montréal,9.01
2023-05-03,06 - Montréal,6.3
2023-05-04,06 - Montréal,5.48
2023-05-05,06 - Montréal,6.05
2023-05-06,06 - Montréal,6.76
2023-05-07,06 - Montréal,3.97
2023-05-08,06 - Montréal,6
2023-05-09,06 - Montréal,6.38
2023-05-10,06 - Montréal,5.83
2023-05-11,06 - Montréal,6.62
2023-05-12,06 - Montréal,7.81
2023-05-13,06 - Montréal,4.03
2023-05-14,06 - Montréal,4.64
2023-05-15,06 - Montréal,6.97
2023-05-16,06 - Montréal,7.06
2023-05-17,06 - Montréal,6.22
2023-05-18,06 - Montréal,4.52
2023-05-19,06 - Montréal,6.27
2023-05-20,06 - Montréal,5.44
2023-05-21,06 - Montréal,4.72
2023-05-22,06 - Montréal,5.19
2023-05-23,06 - Montréal,6.61
2023-05-24,06 - Montréal,6.39
2023-05-25,06 - Montréal,6.59
2023-05-26,06 - Montréal,6.59
2023-05-27,06 - Montréal,4.21
2023-05-28,06 - Montréal,5.54
2023-05-29,06 - Montréal,6.8
2023-05-30,06 - Montréal,7.08
2023-05-31,06 - Montréal,7.22
2023-06-01,06 - Montréal,5.85
2023-06-02,06 - Montréal,7
2023-06-03,06 - Montréal,5.29
2023-06-04,06 - Montréal,3.49
2023-06-05,06 - Montréal,4.35
2023-06-06,06 - Montréal,4.45
2023-06-07,06 - Montréal,4.2
2023-06-08,06 - Montréal,4.99
2023-06-09,06 - Montréal,5.56
2023-06-10,06 - Montréal,3.89
2023-06-11,06 - Montréal,2.78
2023-06-12,06 - Montréal,6.11
2023-06-13,06 - Montréal,3.97
2023-06-14,06 - Montréal,6.01
2023-06-15,06 - Montréal,6.03
2023-06-16,06 - Montréal,3.55
2023-06-17,06 - Montréal,3.42
2023-06-18,06 - Montréal,3.45
2023-06-19,06 - Montréal,3.95
2023-06-20,06 - Montréal,3.86
2023-06-21,06 - Montréal,5.61
2023-06-22,06 - Montréal,5.07
2023-06-23,06 - Montréal,4.12
2023-06-24,06 - Montréal,3.82
2023-06-25,06 - Montréal,3.96
2023-06-26,06 - Montréal,3.97
2023-06-27,06 - Montréal,5.35
2023-06-28,06 - Montréal,4.68
2023-06-29,06 - Montréal,2.53
2023-06-30,06 - Montréal,4.33
2023-07-01,06 - Montréal,3.42
2023-07-02,06 - Montréal,3.61
2023-07-03,06 - Montréal,3.36
2023-07-04,06 - Montréal,3.17
2023-07-05,06 - Montréal,4
2023-07-06,06 - Montréal,3.64
2023-07-07,06 - Montréal,3.26
2023-07-08,06 - Montréal,3.5
2023-07-09,06 - Montréal,2.38
2023-07-10,06 - Montréal,4.83
2023-07-11,06 - Montréal,3.6
2023-07-12,06 - Montréal,3.42
2023-07-13,06 - Montréal,4.25
2023-07-14,06 - Montréal,2.46
2023-07-15,06 - Montréal,3.65
2023-07-16,06 - Montréal,3.94
2023-07-17,06 - Montréal,4.55
2023-07-18,06 - Montréal,4.63
2023-07-19,06 - Montréal,3.43
2023-07-20,06 - Montréal,3.55
2023-07-21,06 - Montréal,3.93
2023-07-22,06 - Montréal,5.72
2023-07-23,06 - Montréal,2.49
2023-07-24,06 - Montréal,4.28
2023-07-25,06 - Montréal,6.34
2023-07-26,06 - Montréal,5.83
2023-07-27,06 - Montréal,2.88
2023-07-28,06 - Montréal,3.36
2023-07-29,06 - Montréal,4.05
2023-07-30,06 - Montréal,2.59
2023-07-31,06 - Montréal,6.15
2023-08-01,06 - Montréal,5.21
2023-08-02,06 - Montréal,7.51
2023-08-03,06 - Montréal,6.78
2023-08-04,06 - Montréal,6.94
2023-08-05,06 - Montréal,5.61
2023-08-06,06 - Montréal,4.12
2023-08-07,06 - Montréal,6.9
2023-08-08,06 - Montréal,8.05
2023-08-09,06 - Montréal,7.6
2023-08-10,06 - Montréal,8.18
2023-08-11,06 - Montréal,8.24
2023-08-12,06 - Montréal,8.89
2023-08-13,06 - Montréal,6.34
2023-08-14,06 - Montréal,11.02
2023-08-15,06 - Montréal,9.82
2023-08-16,06 - Montréal,10.36
2023-08-17,06 - Montréal,9.64
2023-08-18,06 - Montréal,13.69
2023-08-19,06 - Montréal,8.7
2023-08-20,06 - Montréal,7.99
2023-08-21,06 - Montréal,10.75
2023-08-22,06 - Montréal,12.68
2023-08-23,06 - Montréal,10.57
2023-08-24,06 - Montréal,10.21
2023-08-25,06 - Montréal,13.46
2023-08-26,06 - Montréal,12.15
2023-08-27,06 - Montréal,10.5
2023-08-28,06 - Montréal,11.57
2023-08-29,06 - Montréal,14.86
2023-08-30,06 - Montréal,9.94
2023-08-31,06 - Montréal,14.29
2023-09-01,06 - Montréal,16.72
2023-09-02,06 - Montréal,16.46
2023-09-03,06 - Montréal,11.16
2023-09-04,06 - Montréal,10.37
2023-09-05,06 - Montréal,13.63
2023-09-06,06 - Montréal,15.78
2023-09-07,06 - Montréal,15.34
2023-09-08,06 - Montréal,12.2
2023-09-09,06 - Montréal,13.98
2023-09-10,06 - Montréal,13.47
2023-09-11,06 - Montréal,14.14
2023-09-12,06 - Montréal,13.7
2023-09-13,06 - Montréal,18.45
2023-09-14,06 - Montréal,11.76
2023-09-15,06 - Montréal,12.32
2023-09-16,06 - Montréal,10.77
2023-09-17,06 - Montréal,12.21
2023-09-18,06 - Montréal,13.91
2023-09-19,06 - Montréal,15.64
2023-09-20,06 - Montréal,10.51
2023-09-21,06 - Montréal,14.76
2023-09-22,06 - Montréal,14.82
2023-09-23,06 - Montréal,16.7
2023-09-24,06 - Montréal,13.69
2023-09-25,06 - Montréal,15.48
2023-09-26,06 - Montréal,16.07
2023-09-27,06 - Montréal,15.55
2023-09-28,06 - Montréal,17.21
2023-09-29,06 - Montréal,18.31
2023-09-30,06 - Montréal,17.53
2023-10-01,06 - Montréal,16.83
2023-10-02,06 - Montréal,19.42
2023-10-03,06 - Montréal,19.15
2023-10-04,06 - Montréal,18.98
2023-10-05,06 - Montréal,16.63
2023-10-06,06 - Montréal,15.34
2023-10-07,06 - Montréal,13.62
2023-10-08,06 - Montréal,13.57
2023-10-09,06 - Montréal,15.08
2023-10-10,06 - Montréal,14.54
2023-10-11,06 - Montréal,12.94
2023-10-12,06 - Montréal,11.83
2023-10-13,06 - Montréal,11.4
2023-10-14,06 - Montréal,12.97
2023-10-15,06 - Montréal,10.35
2023-10-16,06 - Montréal,14.14
2023-10-17,06 - Montréal,14.45
2023-10-18,06 - Montréal,14.38
2023-10-19,06 - Montréal,11.75
2023-10-20,06 - Montréal,14.93
2023-10-21,06 - Montréal,13.02
2023-10-22,06 - Montréal,11.92
2023-10-23,06 - Montréal,15.52
2023-10-24,06 - Montréal,15.01
2023-10-25,06 - Montréal,13.23
2023-10-26,06 - Montréal,12.37
2023-10-27,06 - Montréal,13.71
2023-10-28,06 - Montréal,12.17
2023-10-29,06 - Montréal,8.32
2023-10-30,06 - Montréal,10.02
2023-10-31,06 - Montréal,10.87
2023-11-01,06 - Montréal,13.99
2023-11-02,06 - Montréal,13.84
2023-11-03,06 - Montréal,11.96
2023-11-04,06 - Montréal,9.33
2023-11-05,06 - Montréal,12.48
2023-11-06,06 - Montréal,13.24
2023-11-07,06 - Montréal,14.83
2023-11-08,06 - Montréal,14.35
2023-11-09,06 - Montréal,14.67
2023-11-10,06 - Montréal,15.04
2023-11-11,06 - Montréal,15.27
2023-11-12,06 - Montréal,14.45
2023-11-13,06 - Montréal,17.43
2023-11-14,06 - Montréal,17.9
2023-11-15,06 - Montréal,17.95
2023-11-16,06 - Montréal,21.25
2023-11-17,06 - Montréal,16.33
2023-11-18,06 - Montréal,15.57
2023-11-19,06 - Montréal,16.39
2023-11-20,06 - Montréal,18.56
2023-11-21,06 - Montréal,21.87
2023-11-22,06 - Montréal,21.91
2023-11-23,06 - Montréal,20.34
2023-11-24,06 - Montréal,20.11
2023-11-25,06 - Montréal,18.43
2023-11-26,06 - Montréal,21.27
2023-11-27,06 - Montréal,22.72
2023-11-28,06 - Montréal,21.42
2023-11-29,06 - Montréal,26.05
2023-11-30,06 - Montréal,22.47
2023-12-01,06 - Montréal,20.31
2023-12-02,06 - Montréal,17.54
2023-12-03,06 - Montréal,20.97
2023-12-04,06 - Montréal,21.53
2023-12-05,06 - Montréal,23.21
2023-12-06,06 - Montréal,22.37
2023-12-07,06 - Montréal,21.93
2023-12-08,06 - Montréal,18.36
2023-12-09,06 - Montréal,22.64
2023-12-10,06 - Montréal,19.38
2023-12-11,06 - Montréal,22.03
2023-12-12,06 - Montréal,25.68
2023-12-13,06 - Montréal,25.86
2023-12-14,06 - Montréal,22.76
2023-12-15,06 - Montréal,24.63
2023-12-16,06 - Montréal,24.44
2023-12-17,06 - Montréal,20.9
2023-12-18,06 - Montréal,22.38
2023-12-19,06 - Montréal,25.57
2023-12-20,06 - Montréal,22.15
2023-12-21,06 - Montréal,25.26
2023-12-22,06 - Montréal,20.02
2023-12-23,06 - Montréal,21.61
2023-12-24,06 - Montréal,15.45
2023-12-25,06 - Montréal,18.99
2023-12-26,06 - Montréal,16.73
2023-12-27,06 - Montréal,21.33
2023-12-28,06 - Montréal,20.44
2023-12-29,06 - Montréal,19.46
2023-12-30,06 - Montréal,16.64
2023-12-31,06 - Montréal,14.89
2024-01-01,06 - Montréal,14.77
2024-01-02,06 - Montréal,15.69
2024-01-03,06 - Montréal,17.89
2024-01-04,06 - Montréal,18.05
2024-01-05,06 - Montréal,15.75
2024-01-06,06 - Montréal,16.67
2024-01-07,06 - Montréal,15.36
2024-01-08,06 - Montréal,17.32
2024-01-09,06 - Montréal,16.24
2024-01-10,06 - Montréal,14.24
2024-01-11,06 - Montréal,12.08
2024-01-12,06 - Montréal,13.5
2024-01-13,06 - Montréal,8.03
2024-01-14,06 - Montréal,8.97
2024-01-15,06 - Montréal,10.53
2024-01-16,06 - Montréal,8.93
2024-01-17,06 - Montréal,12.27
2024-01-18,06 - Montréal,10.42
2024-01-19,06 - Montréal,9.25
2024-01-20,06 - Montréal,10.75
2024-01-21,06 - Montréal,10.69
2024-01-22,06 - Montréal,10.33
2024-01-23,06 - Montréal,6.88
2024-01-24,06 - Montréal,8.86
2024-01-25,06 - Montréal,8.19
2024-01-26,06 - Montréal,8.06
2024-01-27,06 - Montréal,6.56
2024-01-28,06 - Montréal,6.6
2024-01-29,06 - Montréal,8.83
2024-01-30,06 - Montréal,6.45
2024-01-31,06 - Montréal,8.56
2024-02-01,06 - Montréal,8.21
2024-02-02,06 - Montréal,5.83
2024-02-03,06 - Montréal,7.61
2024-02-04,06 - Montréal,8.65
2024-02-05,06 - Montréal,5.68
2024-02-06,06 - Montréal,7.12
2024-02-07,06 - Montréal,6.57
2024-02-08,06 - Montréal,9.36
2024-02-09,06 - Montréal,5.87
2024-02-10,06 - Montréal,3.41
2024-02-11,06 - Montréal,5.73
2024-02-12,06 - Montréal,5.83
2024-02-13,06 - Montréal,4.73
2024-02-14,06 - Montréal,5.48
2024-02-15,06 - Montréal,4.62
2024-02-16,06 - Montréal,6.11
2024-02-17,06 - Montréal,3.91
2024-02-18,06 - Montréal,4.45
2024-02-19,06 - Montréal,4.71
2024-02-20,06 - Montréal,4.04
2024-02-21,06 - Montréal,4.25
2024-02-22,06 - Montréal,3.15
2024-02-23,06 - Montréal,5.75
2024-02-24,06 - Montréal,4.44
2024-02-25,06 - Montréal,2.66
2024-02-26,06 - Montréal,3.48
2024-02-27,06 - Montréal,3.09
2024-02-28,06 - Montréal,3.08
2024-02-29,06 - Montréal,4.09
2024-03-01,06 - Montréal,3.07
2024-03-02,06 - Montréal,3.85
2024-03-03,06 - Montréal,1.4
2024-03-04,06 - Montréal,2.96
2024-03-05,06 - Montréal,3.38
2024-03-06,06 - Montréal,1.88
2024-03-07,06 - Montréal,2.65
2024-03-08,06 - Montréal,4.38
2024-03-09,06 - Montréal,2.82
2024-03-10,06 - Montréal,2.76
2024-03-11,06 - Montréal,2.61
2024-03-12,06 - Montréal,2.79
2024-03-13,06 - Montréal,2.74
2024-03-14,06 - Montréal,1.01
2024-03-15,06 - Montréal,1.99
2024-03-16,06 - Montréal,1.5
2024-03-17,06 - Montréal,2.93
2024-03-18,06 - Montréal,1.62
2024-03-19,06 - Montréal,2.79
2024-03-20,06 - Montréal,1.91
2024-03-21,06 - Montréal,1.39
2024-03-22,06 - Montréal,3.12
2024-03-23,06 - Montréal,0.86
2024-03-24,06 - Montréal,1.12
2024-03-25,06 - Montréal,2.85
2024-03-26,06 - Montréal,2.4
2024-03-27,06 - Montréal,2.99
2024-03-28,06 - Montréal,2.32
2024-03-29,06 - Montréal,2.2
2024-03-30,06 - Montréal,2.35
2024-03-31,06 - Montréal,2.35
2024-04-01,06 - Montréal,2.46
2024-04-02,06 - Montréal,3.21
